! XYN file created by WinPLOTR
!            X_1            Yobs
       104.71732        30.00000
       104.75072        31.00000
       104.78422        17.00000
       104.81762        20.00000
       104.85101        35.00000
       104.88441        36.00000
       104.91790        31.00000
       104.95130        27.00000
       104.98470        26.00000
       105.01810        33.00000
       105.05150        21.00000
       105.08498        17.00000
       105.11839        22.00000
       105.15178        25.00000
       105.18518        27.00000
       105.21868        23.00000
       105.25208        26.00000
       105.28547        23.00000
       105.31886        32.00000
       105.35226        22.00000
       105.38577        31.00000
       105.41916        36.00000
       105.45256        25.00000
       105.48595        35.00000
       105.51945        26.00000
       105.55285        23.00000
       105.58624        28.00000
       105.61964        26.00000
       105.65314        31.00000
       105.68653        38.00000
       105.71993        26.00000
       105.75333        21.00000
       105.78673        26.00000
       105.82022        23.00000
       105.85361        23.00000
       105.88702        26.00000
       105.92041        30.00000
       105.95391        18.00000
       105.98730        21.00000
       106.02071        23.00000
       106.05410        22.00000
       106.08749        22.00000
       106.12099        31.00000
       106.15439        23.00000
       106.18779        25.00000
       106.22119        31.00000
       106.25468        31.00000
       106.28808        21.00000
       106.32147        27.00000
       106.35487        28.00000
       106.38827        23.00000
       106.42177        27.00000
       106.45516        32.00000
       106.48856        27.00000
       106.52196        38.00000
       106.55545        31.00000
       106.58885        25.00000
       106.62225        28.00000
       106.65564        31.00000
       106.68914        35.00000
       106.72253        38.00000
       106.75594        20.00000
       106.78934        27.00000
       106.82272        16.00000
       106.85622        26.00000
       106.88962        32.00000
       106.92302        23.00000
       106.95642        30.00000
       106.98981        28.00000
       107.02332        37.00000
       107.05670        25.00000
       107.09010        22.00000
       107.12350        40.00000
       107.15700        23.00000
       107.19040        30.00000
       107.22379        20.00000
       107.25719        30.00000
       107.29068        31.00000
       107.32408        41.00000
       107.35748        47.00000
       107.39088        33.00000
       107.42427        38.00000
       107.45776        41.00000
       107.49117        37.00000
       107.52457        32.00000
       107.55796        33.00000
       107.59146        36.00000
       107.62485        35.00000
       107.65825        21.00000
       107.69165        26.00000
       107.72504        28.00000
       107.75854        50.00000
       107.79194        38.00000
       107.82533        35.00000
       107.85873        42.00000
       107.89223        41.00000
       107.92563        26.00000
       107.95902        43.00000
       107.99242        13.00000
       108.02591        41.00000
       108.05931        36.00000
       108.09271        27.00000
       108.12611        23.00000
       108.15951        27.00000
       108.19300        32.00000
       108.22639        28.00000
       108.25980        27.00000
       108.29319        30.00000
       108.32669        18.00000
       108.36008        30.00000
       108.39348        28.00000
       108.42687        20.00000
       108.46027        23.00000
       108.49377        20.00000
       108.52717        22.00000
       108.56057        27.00000
       108.59396        26.00000
       108.62746        25.00000
       108.66086        26.00000
       108.69425        16.00000
       108.72765        30.00000
       108.76105        35.00000
       108.79454        31.00000
       108.82794        21.00000
       108.86134        23.00000
       108.89474        20.00000
       108.92823        23.00000
       108.96163        32.00000
       108.99502        25.00000
       109.02842        23.00000
       109.06182        35.00000
       109.09531        31.00000
       109.12872        31.00000
       109.16211        30.00000
       109.19550        25.00000
       109.22900        30.00000
       109.26240        27.00000
       109.29580        28.00000
       109.32919        17.00000
       109.36259        25.00000
       109.39608        37.00000
       109.42948        21.00000
       109.46288        23.00000
       109.49628        25.00000
       109.52978        20.00000
       109.56316        27.00000
       109.59657        22.00000
       109.62997        31.00000
       109.66346        21.00000
       109.69686        31.00000
       109.73026        22.00000
       109.76365        27.00000
       109.79705        30.00000
       109.83054        25.00000
       109.86395        36.00000
       109.89734        31.00000
       109.93074        26.00000
       109.96423        22.00000
       109.99763        32.00000
       110.03103        20.00000
       110.06442        45.00000
       110.09782        25.00000
       110.13132        27.00000
       110.16471        28.00000
       110.19811        36.00000
       110.23151        31.00000
       110.26501        41.00000
       110.29840        61.00000
       110.33180        80.00000
       110.36519        86.00000
       110.39869        85.00000
       110.43209        57.00000
       110.46548        65.00000
       110.49889        38.00000
       110.53227        43.00000
       110.56577        46.00000
       110.59917        38.00000
       110.63257        38.00000
       110.66597        31.00000
       110.69946        59.00000
       110.73286        57.00000
       110.76625        51.00000
       110.79965        57.00000
       110.83305        61.00000
       110.86655        48.00000
       110.89995        60.00000
       110.93333        46.00000
       110.96674        27.00000
       111.00023        37.00000
       111.03363        28.00000
       111.06703        28.00000
       111.10043        30.00000
       111.13382        32.00000
       111.16731        28.00000
       111.20071        38.00000
       111.23412        25.00000
       111.26751        38.00000
       111.30101        26.00000
       111.33440        30.00000
       111.36780        30.00000
       111.40119        28.00000
       111.43459        28.00000
       111.46809        21.00000
       111.50149        23.00000
       111.53488        28.00000
       111.56828        28.00000
       111.60178        26.00000
       111.63518        36.00000
       111.66857        36.00000
       111.70197        25.00000
       111.73546        31.00000
       111.76886        26.00000
       111.80225        36.00000
       111.83566        28.00000
       111.86906        23.00000
       111.90255        25.00000
       111.93594        31.00000
       111.96934        28.00000
       112.00274        32.00000
       112.03623        35.00000
       112.06963        27.00000
       112.10303        33.00000
       112.13642        37.00000
       112.16982        28.00000
       112.20332        23.00000
       112.23672        22.00000
       112.27012        25.00000
       112.30350        23.00000
       112.33701        22.00000
       112.37040        36.00000
       112.40380        30.00000
       112.43719        25.00000
       112.47060        26.00000
       112.50409        33.00000
       112.53748        18.00000
       112.57088        35.00000
       112.60428        27.00000
       112.63778        21.00000
       112.67117        26.00000
       112.70457        26.00000
       112.73797        31.00000
       112.77146        25.00000
       112.80486        35.00000
       112.83826        28.00000
       112.87166        21.00000
       112.90504        20.00000
       112.93855        30.00000
       112.97195        16.00000
       113.00534        21.00000
       113.03874        30.00000
       113.07213        32.00000
       113.10563        23.00000
       113.13902        31.00000
       113.17242        18.00000
       113.20583        37.00000
       113.23932        28.00000
       113.27272        11.00000
       113.30611        27.00000
       113.33951        23.00000
       113.37301        20.00000
       113.40640        18.00000
       113.43980        33.00000
       113.47319        27.00000
       113.50659        23.00000
       113.54008        30.00000
       113.57349        30.00000
       113.60689        22.00000
       113.64028        27.00000
       113.67377        23.00000
       113.70717        27.00000
       113.74057        26.00000
       113.77396        42.00000
       113.80737        26.00000
       113.84087        28.00000
       113.87425        25.00000
       113.90765        35.00000
       113.94105        33.00000
       113.97455        31.00000
       114.00794        22.00000
       114.04134        33.00000
       114.07474        27.00000
       114.10823        23.00000
       114.14163        20.00000
       114.17503        35.00000
       114.20843        23.00000
       114.24181        20.00000
       114.27531        42.00000
       114.30872        31.00000
       114.34211        23.00000
       114.37551        23.00000
       114.40900        25.00000
       114.44241        22.00000
       114.47579        25.00000
       114.50919        30.00000
       114.54259        31.00000
       114.57609        33.00000
       114.60949        41.00000
       114.64288        30.00000
       114.67628        22.00000
       114.70977        30.00000
       114.74317        25.00000
       114.77657        22.00000
       114.80997        26.00000
       114.84347        33.00000
       114.87685        33.00000
       114.91026        32.00000
       114.94365        25.00000
       114.97705        31.00000
       115.01055        25.00000
       115.04394        28.00000
       115.07734        35.00000
       115.11073        27.00000
       115.14423        32.00000
       115.17763        41.00000
       115.21103        25.00000
       115.24442        33.00000
       115.27782        28.00000
       115.31132        28.00000
       115.34471        20.00000
       115.37811        46.00000
       115.41151        22.00000
       115.44500        27.00000
       115.47840        27.00000
       115.51180        36.00000
       115.54520        30.00000
       115.57859        26.00000
       115.61209        22.00000
       115.64548        30.00000
       115.67888        27.00000
       115.71228        33.00000
       115.74577        32.00000
       115.77917        20.00000
       115.81256        25.00000
       115.84596        42.00000
       115.87936        28.00000
       115.91286        30.00000
       115.94626        41.00000
       115.97965        37.00000
       116.01305        31.00000
       116.04654        47.00000
       116.07994        52.00000
       116.11333        62.00000
       116.14674        87.00000
       116.18014        91.00000
       116.21362       133.00000
       116.24702       143.00000
       116.28042       169.00000
       116.31382       146.00000
       116.34731       125.00000
       116.38071        84.00000
       116.41411        55.00000
       116.44750        66.00000
       116.48100        56.00000
       116.51440        45.00000
       116.54780        54.00000
       116.58119        57.00000
       116.61459        84.00000
       116.64809        86.00000
       116.68148       108.00000
       116.71488       105.00000
       116.74828        90.00000
       116.78178        77.00000
       116.81516        71.00000
       116.84856        59.00000
       116.88196        45.00000
       116.91536        54.00000
       116.94886        41.00000
       116.98225        37.00000
       117.01565        32.00000
       117.04904        28.00000
       117.08254        22.00000
       117.11594        30.00000
       117.14934        20.00000
       117.18273        28.00000
       117.21622        25.00000
       117.24963        27.00000
       117.28302        27.00000
       117.31642        25.00000
       117.34982        30.00000
       117.38332        33.00000
       117.41671        27.00000
       117.45010        28.00000
       117.48351        32.00000
       117.51690        20.00000
       117.55040        36.00000
       117.58379        22.00000
       117.61719        36.00000
       117.65058        27.00000
       117.68408        26.00000
       117.71748        23.00000
       117.75088        26.00000
       117.78427        27.00000
       117.81776        32.00000
       117.85117        16.00000
       117.88456        22.00000
       117.91796        32.00000
       117.95136        22.00000
       117.98485        28.00000
       118.01825        18.00000
       118.05164        32.00000
       118.08504        23.00000
       118.11854        20.00000
       118.15194        17.00000
       118.18533        20.00000
       118.21873        18.00000
       118.25213        26.00000
       118.28562        25.00000
       118.31902        25.00000
       118.35241        27.00000
       118.38581        22.00000
       118.41930        27.00000
       118.45271        15.00000
       118.48611        22.00000
       118.51950        32.00000
       118.55300        30.00000
       118.58639        25.00000
       118.61979        26.00000
       118.65318        28.00000
       118.68658        27.00000
       118.72009        22.00000
       118.75347        23.00000
       118.78687        30.00000
       118.82027        37.00000
       118.85377        20.00000
       118.88716        25.00000
       118.92056        36.00000
       118.95395        21.00000
       118.98735        27.00000
       119.02085        22.00000
       119.05424        21.00000
       119.08765        28.00000
       119.12104        38.00000
       119.15453        30.00000
       119.18793        32.00000
       119.22133        23.00000
       119.25473        22.00000
       119.28812        30.00000
       119.32162        26.00000
       119.35501        33.00000
       119.38841        25.00000
       119.42181        36.00000
       119.45531        33.00000
       119.48870        28.00000
       119.52210        28.00000
       119.55550        31.00000
       119.58889        26.00000
       119.62239        26.00000
       119.65578        22.00000
       119.68919        32.00000
       119.72257        20.00000
       119.75607        20.00000
       119.78947        31.00000
       119.82287        32.00000
       119.85627        31.00000
       119.88966        30.00000
       119.92316        25.00000
       119.95655        30.00000
       119.98995        32.00000
